variable,value,pop,logged_iso2,mean_w,se_w,count,question_n,question_text
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,IT,.059064489,.023025418,10,182,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,IT,.94093555,.023025412,172,182,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,JO,.2059388,.044875138,22,138,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,JO,.79406118,.044875138,116,138,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,JP,.039126474,.01435455,19,520,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,JP,.96087354,.014354547,501,520,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,KE,.12507461,.043712858,8,93,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,KE,.87492543,.043712851,85,93,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,KH,.20611769,.065890737,23,130,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,KH,.79388237,.065890729,107,130,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,KR,.076763004,.035628442,23,295,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,KR,.92323703,.035628434,272,295,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,KW,.059939116,.034086224,6,98,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,KW,.94006091,.034086216,92,98,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,LA,.12567498,.031947974,17,142,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,LA,.87432498,.031947982,125,142,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,LB,.23085053,.047948781,24,160,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,LB,.76914948,.047948781,136,160,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,LK,.16402872,.03763862,28,167,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,LK,.83597124,.037638623,139,167,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,LT,.072030485,.027669646,8,124,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,LT,.92796952,.027669646,116,124,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,LY,.24291284,.050966654,17,90,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,LY,.75708711,.050966658,73,90,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MA,.049821675,.046139501,2,31,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MA,.95017838,.046139479,29,31,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MK,.064075127,.024442373,5,150,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MK,.93592483,.02444238,145,150,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,ML,.098650932,.022408482,22,244,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,ML,.90134913,.022408476,222,244,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MM,.1253677,.046304978,7,95,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MM,.87463236,.046304971,88,95,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MW,.041874155,.020045107,6,152,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MW,.95812589,.020045096,146,152,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MX,.15860234,.036721691,17,144,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MX,.8413977,.036721688,127,144,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MY,.1418888,.028994467,38,301,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MY,.85811126,.028994463,263,301,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,MZ,.023993419,.017649014,3,120,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,MZ,.97600657,.017649017,117,120,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,NG,.13995463,.036419373,19,144,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,NG,.86004543,.036419366,125,144,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,NI,.04431982,.018087737,6,164,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,NI,.95568013,.018087747,158,164,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,NL,.10471842,.019808494,49,406,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,NL,.89528161,.01980849,357,406,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,NO,.048128854,.018269304,9,212,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,NO,.9518711,.018269312,203,212,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,NP,.074092217,.042952433,5,49,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,NP,.92590779,.04295243,44,49,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,NZ,.1129211,.021077167,35,318,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,NZ,.88707888,.021077167,283,318,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,OM,.088667601,.025891684,19,238,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,OM,.91133243,.025891678,219,238,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PA,.098200418,.028004697,25,217,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PA,.90179962,.028004693,192,217,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PE,.11915821,.030521899,17,166,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PE,.88084179,.030521899,149,166,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PH,.18959144,.040882003,22,136,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PH,.81040853,.040882003,114,136,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PK,.12181678,.049465336,5,58,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PK,.87818325,.049465328,53,58,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PL,.1023853,.021912977,25,264,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PL,.89761472,.021912975,239,264,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PT,.051031217,.019419,14,229,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PT,.94896877,.019419001,215,229,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,PY,.11886359,.024997411,21,236,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,PY,.88113636,.024997417,215,236,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,QA,.10979877,.039034892,11,108,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,QA,.89020127,.039034888,97,108,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,RO,.079521835,.022692224,19,223,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,RO,.92047817,.022692224,204,223,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,RS,.034055192,.020207243,4,146,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,RS,.96594477,.020207254,142,146,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,SA,.12651697,.072873779,5,42,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,SA,.873483,.072873786,37,42,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,SE,.12083746,.02803014,21,208,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,SE,.87916255,.02803014,187,208,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,SG,.10154501,.035884261,10,161,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,SG,.89845496,.035884265,151,161,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,SK,.086974002,.023541715,15,201,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,SK,.91302598,.023541719,186,201,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,SN,.12971354,.032689292,19,165,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,SN,.87028641,.032689299,146,165,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,SV,.1193646,.034473471,13,130,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,SV,.88063532,.034473483,117,130,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,TH,.14934875,.028648144,30,302,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,TH,.8506512,.028648147,272,302,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,TN,.10218366,.043775562,7,60,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,TN,.8978163,.043775566,53,60,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,TR,.13809974,.034118887,23,271,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,TR,.86190027,.034118883,248,271,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,TT,.19227575,.04573204,20,117,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,TT,.80772424,.04573204,97,117,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,TW,.097865269,.032524072,14,252,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,TW,.90213472,.032524075,238,252,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,TZ,.084559865,.026869185,12,149,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,TZ,.91544014,.026869183,137,149,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,UG,.08183217,.016870866,22,389,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,UG,.91816783,.016870866,367,389,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,US,.18413089,.021623719,94,559,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,US,.81586915,.021623718,465,559,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,UY,.043008961,.026874034,4,99,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,UY,.95699102,.026874041,95,99,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,VN,.14238702,.038135815,28,206,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,VN,.85761297,.038135815,178,206,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,ZA,,,,,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,ZA,1,0,9,9,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Checked: A group of other professional women,smb business leaders,ZM,.076195076,.014011876,29,485,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_other_professional_women,Unchecked: A group of other professional women,smb business leaders,ZM,.92380494,.014011874,456,485,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AE,.20541626,.046657875,23,127,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AE,.7945838,.046657871,104,127,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AL,.21863295,.048792176,33,171,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AL,.78136706,.048792176,138,171,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AO,.22911975,.076768287,8,41,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AO,.77088028,.076768279,33,41,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AR,.14328249,.045719031,16,110,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AR,.85671753,.045719028,94,110,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AT,.10884477,.025577333,40,312,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AT,.89115518,.025577337,272,312,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AU,.28643173,.02958631,98,393,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AU,.71356827,.02958631,295,393,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,AZ,.28925884,.061530467,35,133,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,AZ,.71074116,.061530467,98,133,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BA,.19241528,.041082352,29,135,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BA,.80758476,.041082352,106,135,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BD,.18828177,.11594991,4,25,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BD,.81171823,.11594991,21,25,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BE,.25898078,.031544063,62,276,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BE,.74101925,.03154406,214,276,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BF,.1686212,.037830085,24,129,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BF,.83137876,.037830088,105,129,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BG,.32544479,.039955016,57,191,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BG,.67455518,.039955016,134,191,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BJ,.15407903,.048885152,18,113,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BJ,.84592092,.048885155,95,113,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BO,.23210882,.037789192,33,156,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BO,.76789117,.037789192,123,156,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,BR,.13618886,.032614466,39,263,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,BR,.86381114,.032614466,224,263,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CA,.23724908,.026360035,105,419,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,CA,.76275092,.026360035,314,419,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CH,.15407388,.032850005,42,236,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,CH,.84592617,.032850001,194,236,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CI,.13447453,.03462369,22,141,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,CI,.86552554,.034623682,119,141,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CL,.15558028,.032111377,39,207,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,CL,.84441972,.032111377,168,207,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CM,.21697879,.056210775,20,88,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,CM,.78302121,.056210775,68,88,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CO,.21508892,.054424088,13,87,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Unchecked: A group of people with similar jobs,smb business leaders,CO,.7849111,.054424085,74,87,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
prf_grp_a_group_of_people_with_similar_jobs,Checked: A group of people with similar jobs,smb business leaders,CR,.16107288,.029651597,38,242,"Which of these kinds of professional groups, if any, are you a part of? (Select all that apply)"
